cleaned_text,sentimen
warisan mulyono janji besarkan pertamina kalahkan petronas pertamina diprediksi bangkrut karena pemerintahan jokowi pinjam uang pertamina rp triliun korupsi pertamax ditaksir rp triliun masih sangkal indonesia gelap nalar indonesiagelap,netral
ayo rame hukum rezim ini indonesiagelap,negatif
orang ini jadi sumber indonesiagelap indonesiagelap,negatif
tabrak aturan sama yg buat aturan emang kacau kejaksaaneror revisiuukejaksaan indonesiagelap kaburajadulu bubarkankejaksaan,negatif
mak gw clueless bgt sm indonesiagelap trs gw gatau ngejelasinnya gmn krn udh keburu cape,negatif
kongkalikong antara pemerintah baru biar mereka yg nguasain babel abis itu pemain lama dibuang indonesiagelap kaburajadulu kejagungri dominuslitis babel t,negatif
sering jadi pengalihan berita tangki cilacap di bakar tidak salah lagi beberapa tahun lalu di bakar juga tangki di cilacap indonesiagelap indonesiagelap,netral
februari dengan berbagai macam insiden gas mana gas kaburajadulu indonesiagelap danantara pertamax dioplos,netral
sabarr bener ya rakyat nkri menghadapi kelakuan pejabatnya tau pada mati sendiri rakyatnya indonesiagelap revolusihargamati,negatif
itungan t itu gak ada dasarnya kok bisa sebesar itu indonesiagelap kaburajadulu t timah kejagung,negatif
indonesiagelap gulita sampe dokter jiemi dah ngetweet kek gini,negatif
iya padahal dah taunslamat datang d era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
indonesiagelap pake banget,negatif
iya dah tayn dan slamat datang d era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
monmaap gue mah dah sering ribut sama bapak sendiri tp kan gamungkin kita sampe musuhan ya kan grgr dia pendukung wowo pernah tuh pas indonesiagelap demo kmrn dia ngomong gini doakan saja pemimpin negri saat ini agar sehat selalu agar bisa menghasilkan keputusan baik,negatif
slamat datang d era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
baru backbacknya penyerang sama pelatihnya belum apalagi pemilik klub indonesiagelap indonesiadaruratkorupsi,negatif
iya bang dah taun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
terpantau sdh sepi dan mari kita semua pindah ke motdar luh anj maling penipu bajingan bangsat bubarkan pertamina indonesiagelap,negatif
jaket bomber pria military bahan taslan waterproof furing dalam menggunakan dakron varian size m xl harga dm bumn danantara pertamina pertalit pertamax ron pertaminasarangkoruptor indonesiagelap,netral
lholho kok bisa pas gitu ya momennya yang kek ginigini nih bikin indonesiagelap,negatif
jaket windbreaker hoodie unisex bahan wp despo furing jaring nyaman digunakan untuk segala kebutuhan varian size m xl harga dm bumn danantara pertamina pertalit pertamax ron pertaminasarangkoruptor indonesiagelap,netral
suka sukalah mau dibuat berapa t semakin besar semakin bagus untuk pencitraan prabowo biar dia bisa tampil seperti superman yang berhasil menangkap penjahat besar ini juga bisa jadi pengalih isu yg bagus dari karut marut pemerintahan prabowo yang bikin indonesiagelap,negatif
delusi kesejahteraan indonesiagelap ketika seorang pemimpin negara dengan percaya diri menyatakan bahwa tahun lagi indonesia akan melampaui jepang dan prancis pernyataan itu lebih terdengar sebagai delusi daripada visi,negatif
???????????????????? ???????????? ?????????? ?????????????????? ?????????????????? ???????????????? ???????????????? jangan hina kecerdasan publik dengan kebahlulan pejabat indonesiagelap adilijokowi,negatif
pantes gelap ternyata aph nya juga bersikap gak jelas indonesiagelap kaburajadulu timah babel,negatif
efisiensi anggaran bukan hanya soal pengurangan biaya tetapi juga tentang bagaimana setiap rupiah digunakan untuk mencapai hasil yang maksimal informasi selengkapnya tentang draft kajian ini dapat diakses pada link berikut indonesiagelap,netral
bersih pakai sapu kotor tolol indonesiagelap adilijokowi,negatif
sudah ngomong gak berani jawab itu lah si bambang hero kejagung t indonesiagelap kaburajadulu revisiruukejaksaan,negatif
makin makin deh indonesiagelap beneran,negatif
demo indonesiagelap di samarinda,netral
indonesiagelap kuatir kegelapan ketek,negatif
jelas dan terang beneran jika kasus ini memang ada muatan politik indonesiagelap revisiuukejaksaan kaburajadulu timah kejagungmainkayu,negatif
akibat kasus itu rakyat babel jadi korban kejagungmainmain t indonesiagelap kaburajadulu revisiruukejaksaan,negatif
bener indonesiagelap,positif
banyaknya kasus korupsi di bumn seperti pertamina kenapa mentrinya nggk di pecat atau setidaknya mengundurkan diri indonesiagelap,negatif
ijazah palsu presiden palsu pertamax palsu indonesiagelap,negatif
jaket aquatech waterproof hoodie bahan taslan waterproof furing jala dryfit enak dan nyaman dipakai varian size m xxl harga dm bumn pertamina pertalit pertamax ron danantara pertaminasarangkoruptor indonesiagelap,positif
kabar kawan tim bantuan hukum dari lbh makassar mendapatkan tindak represif diintimidasi dan dipiting dari anggota polrestabes makassar ketika hendak memberikan akses bantuan hukum terhadap massa aksi indonesiagelap yang ditahan pada cc ig lbh makassar,netral
gila saya udah ga percaya apapun yg keluar dari mulut jokowi kalo pun dia kebelet eek pun keknya saya juga bakal percaya dengan mudahnya indonesiagelap,negatif
rakyat yang masih miskin vs para pemain politik yang jahat dan serakah kombinasi yang epic untuk indonesiagelap,negatif
yg ada hubungannya dgn pdip serang begitu perintah kakak pembinanya termul indonesiagelap,negatif
pantas saja tdk ada pemangkasan di sektor pertahanan agar mrk tetap punya duit utk melangsungkan operasi militer duit otsus dan hak rakyat dipangkas agar tni bisa terus beroperasi melakukan kekerasan pada masyarakat papua indonesiagelap papuagelapbanget,negatif
apa yg dinikmati oleh rakyat indonesia dari kabinet gemuk prabowo banyak rakyat miskin jt orang anak indonesia kelaparan tiap hari korupsi meraja lela dimana mana hutang menumpuk pdb per kapita tdk naik dst indonesiagelap bajingan tolol jilid,negatif
indonesiagelap yang terang hanya cinta ku padamu,positif
rakyat akhirnya menetapkan keputusan yg baik setelah bertahuntahun dikibuli oleh penguasa dan pejabatnya jangan terusterusan mempermainka masyarakat ingat ada batasan emosi rakyat jangan buat mereka bergerak bersama seperti sapu lidi indonesiagelap,negatif
bukan hanya minuman yg memabukan pertamax oplosan pun memabukan indonesiagelap,negatif
negri sdh merdeka indonesiagelap adilijokowi,netral
keanehan dinwgara ya giniii indonesiagelap kaburajadulu surveyrendah timah harveymoeis pelantikanserentak,netral
negri sdh merdeka indonesiagelap adilijokowi,netral
indonesiagelap ke mana hilangnya pantai di labuan bajo flores,netral
negri sdh merdeka indonesiagelap adilijokowi,netral
udah bayar pajak buat para pejabat negara tapi giliran rakyat ada masalah malah disuruh ngatasin sendiri pejabat negara saat ini pada ngapa dah indonesiagelap pastiadajalan,negatif
negri sdh merdeka indonesiagelap adilijokowi,netral
mantan presiden saja bisa dan berhasil membangun dinasti politik kenapa ngak dicoba aja sekalian mumpung kekuasaan lagi dalam genggaman mungkin beginilah pikiran kawan ini satu hal yg terlihat dari kawan ini adalah mempertontonkan keserakahan indonesiagelap,negatif
baru juga mau bulan kok udah banyak banget masalah yah ini negara menteri warisan mulyono emang geh beda indonesiagelap kaburajadulu kimplus ruukekaksaan prabowogibran harikerja,negatif
keanehan dinwgara ya giniii indonesiagelap kaburajadulu surveyrendah timah harveymoeis pelantikanserentak,netral
jika tak mau disebut omon bersihkan dulu menteri yg bermasalah dan adilijokowi indonesiagelap,negatif
sling bag lexus waterproof bahan bimo waterproof simple dan elegant harga dm bumn pertamina pertalit pertamax ron pertaminasarangkoruptor indonesiagelap,positif
emang indonesiagelap,negatif
ndasmu malu gue punya wapres termuda dan terusak parah begini dijadiin negara seperti mainan nya lengserkangibran adilijokowidodo indonesiagelap peringatandarurat batalkandanantara,negatif
tadi liat postingan ini imo beliau ini emang lgi nyari calon yg berpotensi utk kedepannya supaya bisa milih dia nantinya nah dibentuklah citranya dari sekarang emang udah disusun rapi gituloh gws indonesiagelap adilijokowi,positif
ndasmu indonesiagelap,netral
setan saja sdh takut amp muak melihat mereka tdk ada jalannya bagi mereka itu takut tuhan faktanya memang mengerikan tapi kita memang hrs terima kenyataan ini sekarang apakah kita melihatnya biasa saja atau marah dgn keadaan ini kalau marah kita masih waras indonesiagelap,negatif
kebiasaan bohong dari presiden sampai pejabatnya rakyat dibohongin terus suram indonesiagelap,negatif
spbu di indonesia selain pertamina alternatif untuk konsumen yang mulai beralih spbualternatif bensinoplosan shellindonesia bpindonesia vivo hargabbm spbu bbmnaik bbmbagus spbubest bensinmurah jakarta indonesiagelap,netral
kasus ini menunjukkan bahwa dalam sistem hukum kita ada ruang besar bagi ketidakadilan yang berpotensi merugikan siapa saja termasuk harvey moeis indonesiagelap hanyamimpi hariprabowogibran kabinetgemuk harveymoeis,netral
kak sorry buat respect untuk hastag indonesiagelap yang lagi diperjuangkan sama aku dan sebagian masyarakat indonesia malam ini aku nggak spam hastag buat kamu dulu ya tapi tetep aku dengerin kok,positif
negara ini sedang tidak baik baik saja indonesiagelap hanyamimpi hariprabowogibran kabinetgemuk harveymoeis,negatif
menuju indonesiagelap,positif
artist juga bisa artistbersuara indonesiagelap,netral
masih kuraaang tambah lagi dong indonesiadaruratkorupsi indonesiagelap,negatif
gelombang demo indonesiagelap makin panas tapi pertanyaannya siapa yang benarbenar diuntungkan apakah ini bagian dari strategi as untuk menjaga pengaruhnya ataukah china yang ingin memperkuat posisinya di indonesia atau justru ada aktor domestik yang memainkan skenario,negatif
kata kata hari ini pak sueeeeb adilijokowi indonesiagelap,netral
sebenarnya bukan ketutup sih mmg negara ini ngga kekurangan kasus aja akibat ditinggalkan rezim sebelumnya maka itu apapun makanannya minumnya tetap teh btol apapun kasusnya tagarnya tetap indonesiagelap,positif
astaghfirullahalazim ternyata benar indonesiagelap indonesiagelap,negatif
itu biasa becermin dari wapres yg sangat luar biasa hal kerusakan moral mendasar weca indonesiagelap,negatif
negri sdh merdeka indonesiagelap adilijokowi,netral
siap kita ucapkan selamat datang di era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
siap kita ucapkan selamat datang di era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
siap kita ucapkan selamat datang di era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
selama masih hidup mulyono kayak nya akan tetap indonesiagelap,negatif
siap kita ucapkan selamat datang di era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
ya ampun baru beli kemarin udah merah semua ini keseeeel indonesiagelap,negatif
hampir kualitas amp kecerdasan menteri dan wakil menteri kabinet prabowo setara gibran indonesiagelap,netral
negeri ini lagi amp sedang terangterangan memancing emosi rakyat sepertinya tidak takut akan ada gejolak karena sdh lebih dua dekade rakyat seolah kompromi memilih diam juga wait amp see indonesiagelap pejabatkorupsi pejabatserakah indonesiadaruratkorupsi indonesiasakit,negatif
modus perampokan baru hatihati indonesiagelap,negatif
indonesiagelap ngeriiii,negatif
selamat datang di orde terbarukan indonesiagelap,netral
kasus pengoplosan ialah bentuk pengalihan isu persoalan yang lebih penting aksi demo indonesiagelap mbg kita semua korban dan pentingnya menentukan pimpinan yang adli kini telah hadir almahdi yang membawakan keadilan serta kemanusiaan dibumi,negatif
bawa ahli dong sidak kok kaya gitu ininegrikriminal indonesiagelap darkindonesia darkpik,netral
ngga salah nih bener yeee indonesiagelap,positif
hehehe triliun udah mulai receh sekarang mari kita ucapkan selamat datang di era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
itu kmrn udah berusaha dikoreksi melalui demo indonesiagelap tapi malah lu sepelein dan ga ditanggepin serius emang dasar manusia munafik lu kebanyakan omon omon anjing,negatif
tunggu amuk rakyat aj gara jokowi indonesiagelap srmakin gulita indonesiagelap berlalu jokowi sekeluarga dipenjara bersama dalangnya aguan cs,negatif
tanggapi mega korupsi di pertamina kita bersihkan mbatinku bersihkan ndasmu indonesiagelap,netral
nggak dong mari kita ucapkan selamat datang era korupsi kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
langsung main bakar ya setelah byk membakar uang rakyat dgn mengoplos pertalite ke pertamax negeri ini lagi amp sedang terang an memancing emosi rakyat sepertinya tdk takut akn ada gejolak karena sdh lebih dekade rakyat agak kompromi memilih diam wait amp see indonesiagelap,negatif
mulai dari nol ya spbu pertamina pertamax pertalite ron ahok bumn kaburduluaja indonesiagelap aiartcommunity aiart aiartgallery digitalart art digital aivideo clipflyofficial x,netral
oligarking they not like us indonesiagelap darkindonesia adilijokowidodo adilijokowi danantara pertamax pertamina artistbersuara lawanajadulu ahok pepaya bumn erick tohir bahlil koruptor jokowi indonesia korupsi,netral
kami ini minta hak bukannya minta ininegrikriminal indonesiagelap darkindonesia darkpik,netral
gak cuma pejabat yang suka janji palsu tetagga saya penjahit juga sering janji palsu apakah tetangga saya penyumbang tagar indonesiagelap,negatif
di taman lincoln square kota melbourne para mahasiswa indonesia duduk melingkar berdiskusi tentang negeri indonesiagelap menyatakan solidaritas terhadap gerakan yang ada di indonesia dan ingin turut serta secara aktiv menyuarakan ketiadakadilan melbournebergerak,netral
hehehe triliun udah mulai receh sekarang mari kita ucapkan selamat datang kuadriliun ininegrikriminal indonesiagelap darkindonesia darkpik,netral
gelombang demo indonesiagelap makin panas tapi pertanyaannya siapa yang benarbenar diuntungkan apakah ini bagian dari strategi as untuk menjaga pengaruhnya ataukah china yang ingin memperkuat posisinya di indonesia atau justru ada aktor domestik yang memainkan skenario,negatif
ketika para petinggi negara sudah dicekoki anggota kehormatan ormas pembuat resah pengusaha dan rakyat jelata itu mereka tidak akan pernah berani tegas menindak atau bahkan mereka menikmati hasilnya juga indonesiagelap,negatif
darkindonesia darkindonesia cause kentutomonomon indonesiagelap dari petruk di serahkan ke bagong,netral
bakar barbuk yoo emaan to lee indonesiagelap adilijokowi prabowomuridpatuhjokowi,netral
menyangkal isu indonesiagelap dengan membangun narasi ekonomi indonesia bagus daan baikbaik saja dengan mengabaikan harga barang² naik phk marak lapangan kerja sempit dan yang paling terasa itu daya beli masyarakat makin menurun sejak sebelum akhir masa presiden ri ke,negatif
kejaksaan kejar tayang buat naikin survey indonesiagelap kaburajadulu ruukejaksaan kasustimah,negatif
kita tidak percaya pemerintah lagi indonesiagelap,negatif
makin jelas kepentingan siapa indonesiagelap kaburajadulu mahkamaagungbikinresah timah,netral
ini masa depan gua gimana ya anjing kalo masih disini indonesiagelap indonesiagelap,negatif
wahhh jika menko membenarkan tindakan penyerangan bahaya ini indonesiagelap indonesiagelap,negatif
indonesiagelap itu memang benar adanya kita bayar pajak hanya utk bahag pengeluaran super ngehek karena mental korup kpu dan bawaslu daerah supar kamprettt mau diumpetin apa lagi mmg indonesia gelap kannn,negatif
kontol amat jadi negara indonesiagelap,negatif
kasus pengoplosan penipuan konsumen rakyat bbm oleh pertamina dan besar kerugian negara apa kurang terang juga tagar indonesiagelap itu wahai penghuni istana,negatif
kerugian rakyat gak pernah dihitung kenapa ya indonesiagelap,negatif
presiden nya juga palsu oplosan jokowi indonesiagelap,negatif
orang segini banyak gada gitu yang mau bawa molotov ke gedung goverment terdekat indonesiagelap,negatif
parah indonesiagelap,negatif
kongkalikong antara pemerintah baru biar mereka yg nguasain babel abis itu pemain lama dibuang indonesiagelap kaburajadulu kejagungri dominuslitis babel t,negatif
jgn brmimpi mncapai indonesia emas jk korupsi amp kolusi msh merajalela d negeri ini janji hnya omon krn kalo mau mmbrsihkan lantai itu hrs dgn sapu yg baru amp bersih serta mngganti sapu yg lama amp rusak ndasmu indonesiagelap lawanajadulu,negatif
kalau pakai logika kamu udah diperiksa kalau pakai logika kamu ga bakal bisa maju pilpresdi di jangan selalu membodohi masyarakat dengan pembenaran bahasa mu indonesiagelap,negatif
kotornya teramat gawat ya kotornya sangat nyanyian berkarat sampai ke liang lahat busukbusukbusukbusuk bangkai tikus yang mati karena dihakimi rakyat adakah akhirat menerima dirinya indonesiagelap,negatif
indonesiagelap bokap nyokap mereka berdua aktivis nya lulusan ui bokap ft nyokap fisip nikah mereka tunda biar bisa ikut demo bokap akhirnya berhasil dan ikut naik ke atas gedung literally naik ke atas dan berhasil mengibarkan bendera,netral
buat industri males mending tarik di pns katanyah ininegrikriminal daruratkorupsi indonesiagelap darkindonesia darkpik,negatif
kenapa waktu kejaksaan geledah rumah bangsat riza chalid bawa tentara segala emang bekingannya siapa sih indonesiagelap,negatif
daj dijelasin masih aja ngeyel lu emang mau nyari pembenaran doang kok demo menurut lu indonesiagelap tuh cuma demo doang ga keberlanjutan penyelesaian masalahnya yang makin menumpuk tiap hari,negatif
tambah indonesiagelap,positif
indonesia adalah negara berkembang berkembang biak malingnya karena pertamaxoplosan jadilah pertaminasarangkoruptor akibatnya indonesiagelap,negatif
kalo mau sidak bawa ahli atuh ininegrikriminal daruratkorupsi indonesiagelap darkindonesia darkpik,netral
orang bodoh dikasi jabatan indonesiagelap,negatif
dipailitkan saat ted sioeng berada diluar negeri sampai ted tidak punya kesempatan melakukan pembelaan secara hukum mayapadacurang usutmayapada mayapadarentenirelit indonesiagelap pertamax danantara,netral
gerakan mahasiswa mendesak aparat penegak hukum untuk segera memanggil dato sri tahir dan mengusut tuntas semua kejahatan perbankan mayapada mayapadacurang usutmayapada mayapadarentenirelit indonesiagelap pertamax danantara,netral
kirain sinetron beneran tnyata indonesiagelap,positif
gerakan mahasiswa mendesak aparat penegak hukum untuk segera memanggil dato sri tahir dan mengusut tuntas semua kejahatan perbankan mayapada mayapadacurang usutmayapada mayapadarentenirelit indonesiagelap pertamax danantara,netral
dipailitkan saat ted sioeng berada diluar negeri sampai ted tidak punya kesempatan melakukan pembelaan secara hukum mayapadacurang usutmayapada mayapadarentenirelit indonesiagelap pertamax danantara,netral
disuruh nyaman di negri yang sakit hahaha disuruh hormati sila² walaupun beberapa tidak berlaku indonesiagelap indonesiagelap,negatif
indonesia itu terang indonesiagelap indonesiagelap artistbersuara,netral
salah seorang pbh lbh makassar diintimidasi lalu dipiting oleh anggota polrestabes kota makassar pada saat ingin memberikan akses bantuan hukum terhadap massa aksi indonesiagelap peringatadarurat,netral
kalo marah yah benar benar si mulyono yg punya kerjaan nih indonesiagelap,negatif
muka setan indonesiagelap,negatif
anjing kalian jangan bohongi rakyat terus menerus bubarkan saja bubarkanpertamina indonesiagelap,negatif
dengan dipasangnya gambar orang di atas pintu tidak ada yang mau masuk jebakan bisa masuk tidak bisa keluar indonesiagelap fufufafaaibnasional,negatif
ini yg bilang indonesiagelap,negatif
biang kerok indonesiagelap,negatif
siapa yg bilang indonesiagelap kalian tidak bisa melihat betapa cahai itu terang benderang menyinari bumi pertiwi mungkin mata kalian tertutup nafsu angkara hingga terangnya cahaya indonesia kalian tak bisa lihat oooohhh oooooohhhh oohhhh,negatif
mau ga hancur gimana kli seperti ini indonesiagelap,negatif
bangsat aja rusak gini mau suruh lagi simpen emas di bank emasmau kalian rampok juga bubarkanpertamina indonesiagelap,negatif
akhirnya kita sadar bahwa sang mantan memiliki kekuatan yang dahsyat untuk merusak cenasuwok indonesiagelap fufufafaaibnasional,netral
indonesiagelap itu lihat dari mana monggo pak sudah di rangkum warga media mainstream ga bakal ada beginian pak lah kan satu circle,negatif
ndasmu indonesiagelap ada fenomena yang sedang terjadi pada saat ini dalam waktu yang hampir bersamaan yang membuat publik tidak percaya lagi terhadap pemerintah pindah dari bank bumn ke swasta pindah dari spbu pertamina ke shell,negatif
mari hinahina anak bapak ibu dan sekeluarganya uang itu jelas dari pajak rakyat indonesiagelap peringatandarurat,negatif
bangsat bubarkanpertamina indonesiagelap,netral
ngeri ngeri indonesiagelap,negatif
di era indonesiagelap ini semua bisa terjadi semua karna bahlil,netral
diperlakukan seperti handuk dicelub sehari dipalak pajak selama hari indonesiagelap fufufafaaibnasional,netral
presiden ijazah oplosan meninggalkan kerusakan luar biasa buat rakyat bangsa dan negara mana tanggung jawabmu indonesiagelap,negatif
kalau bukti udah banyak liat aja indonesia sekarang ini apakah semangkin maju atau semangkin mundur wkwkwk pantesan aja banyak anak² muda yang pada kabur dari indonesia indonesiagelap kaburajadulu,negatif
ngeliat fakta skrg aja suram kok berharap th lagi terbesar ke korupsi ratusan t seolah ga papa amp kasusnya begitu sja mantan koruptor jd pejabat bahkan pengelola keuangan pengangguran meningkat investor lari bahas yg skrg aja gosah th lg indonesiagelap,negatif
ndasmu nanti arahnya kalo cuma kongkalikong kayak jokowi dan wowo buat apa ga skalian jatah kepresidenan digilir aja antara beberapa keluarga gausah pemiluan bajingan kalian semua indonesiagelap,negatif
reminder yg pertama bikin indonesiagelap,netral
ada dua fenomena yang terjadi saat ini pindah dari bank bumn ke swasta pindah dari spbu pertamina ke shell dua fenomena ini terjadi hampir pada waktu yang bersamaan bahwa pemerintah telah kehilangan kepercayaan dari publik ndasmu indonesiagelap,negatif
bubarkan saja bumn busuk semua indonesiagelap bubarkanpertamina,negatif
